type,smell,hibernate-core-3.3.0.GA,hibernate-core-3.5.0-Final,hibernate-core-3.6.0.Final,hibernate-core-4.0.0.Final,hibernate-core-4.1.0.Final,hibernate-core-4.2.0.Final,hibernate-core-4.3.0.Final,hibernate-core-5.0.0.Final,hibernate-core-5.1.0.Final,hibernate-core-5.2.0.Final,hibernate-core-5.3.0.Final,hibernate-core-5.4.0.Final
cd,org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader;org.hibernate.impl;org.hibernate.tool.hbm2ddl_TotNumOfSetOfElement,-Infinity,-Infinity,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.metamodel.source;org.hibernate.metamodel;org.hibernate.metamodel.source.internal;org.hibernate.metamodel.relational_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,528.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.metamodel.source;org.hibernate.metamodel;org.hibernate.metamodel.source.internal;org.hibernate.metamodel.relational_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,58.37832502202653,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.metamodel.source;org.hibernate.metamodel;org.hibernate.metamodel.source.internal;org.hibernate.metamodel.relational_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,7.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect.unique;org.hibernate.mapping;org.hibernate.tool.hbm2ddl;org.hibernate.metamodel.source;org.hibernate.metamodel;org.hibernate.metamodel.source.internal;org.hibernate.metamodel.relational_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1028.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.impl;org.hibernate.property;org.hibernate.mapping;org.hibernate.id_SeverityScore,-Infinity,383.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.impl;org.hibernate.property;org.hibernate.mapping;org.hibernate.id_PageRank,-Infinity,108.44009931020756,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.impl;org.hibernate.property;org.hibernate.mapping;org.hibernate.id_NumSetOfElement,-Infinity,8.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.cfg;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.impl;org.hibernate.property;org.hibernate.mapping;org.hibernate.id_TotNumOfSetOfElement,-Infinity,636.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi;org.hibernate.persister.entity;org.hibernate.internal.util;org.hibernate.internal_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,537.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi;org.hibernate.persister.entity;org.hibernate.internal.util;org.hibernate.internal_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,180.55104082381922,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi;org.hibernate.persister.entity;org.hibernate.internal.util;org.hibernate.internal_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,6.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.boot.spi;org.hibernate.engine.spi;org.hibernate.persister.entity;org.hibernate.internal.util;org.hibernate.internal_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.tool.schema.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,78.0,57.0,66.0,60.0,63.0,
ud,org.hibernate.tool.schema.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,34.42456677204965,11.845940324942815,11.782923279957965,16.681031430286765,16.50211216737082,
ud,org.hibernate.tool.schema.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,3.0,3.0,3.0,3.0,
ud,org.hibernate.tool.schema.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.boot.internal;org.hibernate.boot.model.source.internal;org.hibernate.boot.model.source.internal.hbm;org.hibernate.boot.model.process.spi;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,715.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.boot.model.source.internal;org.hibernate.boot.model.source.internal.hbm;org.hibernate.boot.model.process.spi;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,109.91004429065887,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.boot.model.source.internal;org.hibernate.boot.model.source.internal.hbm;org.hibernate.boot.model.process.spi;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,10.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.internal;org.hibernate.boot.model.source.internal;org.hibernate.boot.model.source.internal.hbm;org.hibernate.boot.model.process.spi;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.spi;org.hibernate.engine.jdbc.internal;org.hibernate.engine.jdbc.env.internal;org.hibernate.engine.jdbc.env.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,513.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.spi;org.hibernate.engine.jdbc.internal;org.hibernate.engine.jdbc.env.internal;org.hibernate.engine.jdbc.env.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,56.61010995387684,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.spi;org.hibernate.engine.jdbc.internal;org.hibernate.engine.jdbc.env.internal;org.hibernate.engine.jdbc.env.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,5.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot.model.relational;org.hibernate.engine.jdbc.spi;org.hibernate.engine.jdbc.internal;org.hibernate.engine.jdbc.env.internal;org.hibernate.engine.jdbc.env.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.boot.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,444.0,-Infinity,553.0,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.boot.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,102.9183856237413,-Infinity,114.09839584040024,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.boot.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,4.0,-Infinity,4.0,-Infinity,-Infinity,
cd,org.hibernate.boot;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.boot.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,1308.0,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component;org.hibernate.persister.walking.internal;org.hibernate.engine.profile;org.hibernate.type_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,606.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component;org.hibernate.persister.walking.internal;org.hibernate.engine.profile;org.hibernate.type_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,82.50935882068451,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component;org.hibernate.persister.walking.internal;org.hibernate.engine.profile;org.hibernate.type_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,8.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.collection.internal;org.hibernate.engine.internal;org.hibernate.engine.loading.internal;org.hibernate.tuple.entity;org.hibernate.tuple.component;org.hibernate.persister.walking.internal;org.hibernate.engine.profile;org.hibernate.type_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.intercept;org.hibernate.intercept.javassist_SeverityScore,3.0,116.0,4.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.intercept;org.hibernate.intercept.javassist_PageRank,6.583273111703441,7.344982351127453,7.441161192476315,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.intercept;org.hibernate.intercept.javassist_NumSetOfElement,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.intercept;org.hibernate.intercept.javassist_TotNumOfSetOfElement,494.0,636.0,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.impl_SeverityScore,-Infinity,237.0,301.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.impl_PageRank,-Infinity,22.95743645760888,22.851970367823114,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.impl_NumSetOfElement,-Infinity,4.0,4.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.query;org.hibernate.hql;org.hibernate.hql.classic;org.hibernate.impl_TotNumOfSetOfElement,-Infinity,636.0,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.sql;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql.ordering.antlr;org.hibernate.hql.internal.ast.util;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.loader.hql;org.hibernate.hql.internal.ast.tree_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,729.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.sql;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql.ordering.antlr;org.hibernate.hql.internal.ast.util;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.loader.hql;org.hibernate.hql.internal.ast.tree_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,114.85217625406094,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.sql;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql.ordering.antlr;org.hibernate.hql.internal.ast.util;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.loader.hql;org.hibernate.hql.internal.ast.tree_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,10.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.sql;org.hibernate.type;org.hibernate.collection.internal;org.hibernate.persister.collection;org.hibernate.sql.ordering.antlr;org.hibernate.hql.internal.ast.util;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.loader.hql;org.hibernate.hql.internal.ast.tree_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.engine.jdbc.internal;org.hibernate.type.descriptor.java_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,75.0,9.0,157.0,105.0,
cd,org.hibernate.engine.jdbc.internal;org.hibernate.type.descriptor.java_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,20.74355255310764,20.388747241402033,27.219542979708223,26.581799663468114,
cd,org.hibernate.engine.jdbc.internal;org.hibernate.type.descriptor.java_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,2.0,
cd,org.hibernate.engine.jdbc.internal;org.hibernate.type.descriptor.java_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.hql.ast;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_SeverityScore,-Infinity,-Infinity,491.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.hql.ast;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_PageRank,-Infinity,-Infinity,87.67372502885263,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.hql.ast;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_NumSetOfElement,-Infinity,-Infinity,10.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.impl;org.hibernate.criterion;org.hibernate.loader.criteria;org.hibernate.hql.ast.util;org.hibernate.hql.ast;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.persister.entity;org.hibernate.loader.entity;org.hibernate.loader_TotNumOfSetOfElement,-Infinity,-Infinity,611.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
ud,org.hibernate.boot.jaxb.hbm.spi_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,26.0,22.0,28.0,27.0,29.0,
ud,org.hibernate.boot.jaxb.hbm.spi_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,14.773676342525317,11.092997482012182,16.172079660755518,11.067204405039686,11.037520333209521,
ud,org.hibernate.boot.jaxb.hbm.spi_NumSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,2.0,2.0,
ud,org.hibernate.boot.jaxb.hbm.spi_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,1176.0,1150.0,1308.0,1496.0,1507.0,
cd,org.hibernate.stat;org.hibernate.cache;org.hibernate.cfg;org.hibernate.mapping;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.impl;org.hibernate.jdbc_SeverityScore,350.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.stat;org.hibernate.cache;org.hibernate.cfg;org.hibernate.mapping;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.impl;org.hibernate.jdbc_PageRank,106.34483725739699,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.stat;org.hibernate.cache;org.hibernate.cfg;org.hibernate.mapping;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.impl;org.hibernate.jdbc_NumSetOfElement,9.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.stat;org.hibernate.cache;org.hibernate.cfg;org.hibernate.mapping;org.hibernate.dialect;org.hibernate.dialect.lock;org.hibernate.engine;org.hibernate.impl;org.hibernate.jdbc_TotNumOfSetOfElement,494.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel.source.binder;org.hibernate.metamodel.source.hbm_SeverityScore,-Infinity,-Infinity,-Infinity,45.0,64.0,192.0,12.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel.source.binder;org.hibernate.metamodel.source.hbm_PageRank,-Infinity,-Infinity,-Infinity,21.228417515702034,21.101452230798255,21.111412731376408,20.839615192396572,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel.source.binder;org.hibernate.metamodel.source.hbm_NumSetOfElement,-Infinity,-Infinity,-Infinity,2.0,2.0,2.0,2.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.metamodel.source.binder;org.hibernate.metamodel.source.hbm_TotNumOfSetOfElement,-Infinity,-Infinity,-Infinity,789.0,807.0,863.0,1028.0,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,
cd,org.hibernate.dialect;org.hibernate.hql.spi.id;org.hibernate.hql.internal.ast.tree;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.util;org.hibernate.sql.ordering.antlr;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.type_SeverityScore,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,822.0,860.0,
cd,org.hibernate.dialect;org.hibernate.hql.spi.id;org.hibernate.hql.internal.ast.tree;org.hibernate.hql.internal.antlr;org.hibernate.hql.internal.ast;org.hibernate.hql.internal.ast.util;org.hibernate.sql.ordering.antlr;org.hibernate.internal.util;org.hibernate.persister.entity;org.hibernate.type_PageRank,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,204.18750850336295,202.3548074729735,
